Time,Source_mode,Source_711-083,Source_711-084,Name_mode,Name_710-131,Name_710-132,Name_710-135,Name_710-170,Name_711-083,Name_711-084,Type_mode,Type_PDM,Type_TRAIN_DRIVER,Type_WARNING,Complete_code_mode,Complete_code_2-19,Complete_code_5-1,Complete_code_5-10,Complete_code_5-11,Complete_code_5-12,Complete_code_5-13,Complete_code_5-14,Complete_code_5-15,Complete_code_5-16,Complete_code_5-17,Complete_code_5-20,Complete_code_5-21,Complete_code_5-3,Complete_code_5-31,Complete_code_5-32,Complete_code_5-33,Complete_code_5-34,Complete_code_5-35,Complete_code_5-36,Complete_code_5-5,Complete_code_5-7,Complete_code_5-9,Complete_code_5-90,Complete_code_5-98,Complete_code_5-99,Master_mode,Master_711-083,Master_Master Assente,Master_711-084,Speed_mean,Criticality_mode,Criticality_ratio,Criticality_0,Criticality_1,Colour_mode,Colour_azzurro,Colour_giallo,Season,Services,Total_KM,R4_progr_count,RD_progr_count,RP_progr_count,RT_progr_count,VI_progr_count,VIS_progr_count,Sched_maint_progr,Corr_maint_progr
2021-07-16,711-084,74,115,710-170,30,33,11,46,33,36,PDM,189,0,0,5-98,2,3,4,4,0,2,0,0,2,0,0,0,21,3,7,0,0,8,1,18,0,4,0,101,9,Master Assente,10,105,74,36.37566137566137,0,0.25396825396825395,141,48,azzurro,135,54,Summer,14,562.8000000000001,1,0,1,2,4,1,9,10
2021-07-17,711-084,62,93,711-083,18,27,7,35,37,31,PDM,149,0,6,5-98,2,4,0,10,0,10,1,0,0,0,2,4,21,0,3,4,0,2,0,7,7,16,0,57,5,Master Assente,31,96,28,23.296774193548387,0,0.22580645161290322,120,35,azzurro,110,45,Summer,13,522.6,1,0,1,2,4,1,9,10
2021-07-18,711-084,78,126,710-170,38,41,18,45,22,40,PDM,203,0,1,5-98,4,3,2,7,0,6,2,0,0,0,1,0,45,1,0,5,0,8,0,18,7,4,0,85,6,Master Assente,58,109,37,27.019607843137255,0,0.3627450980392157,130,74,azzurro,123,81,Summer,13,522.6,1,0,1,2,4,1,9,10
2021-07-19,711-084,39,210,710-170,20,84,3,106,16,20,PDM,243,1,5,5-98,0,1,0,4,0,7,2,1,0,1,2,3,58,5,3,2,0,4,0,7,13,5,0,128,3,Master Assente,24,163,62,15.124497991967871,0,0.27710843373493976,180,69,azzurro,176,73,Summer,8,285.40000000000003,1,0,1,2,4,1,9,13
2021-07-20,711-084,106,513,710-170,87,74,9,380,10,59,PDM,619,0,0,5-98,4,1,3,8,0,7,0,2,0,0,0,0,58,7,4,12,1,16,6,18,3,14,0,439,16,711-084,96,113,410,38.623586429725364,0,0.13893376413570274,533,86,azzurro,525,94,Summer,13,591.2,1,0,1,2,4,1,9,13
2021-07-21,711-084,12,88,710-170,2,27,3,34,7,27,PDM,98,1,1,5-35,3,2,1,6,0,5,1,2,1,1,0,1,12,3,4,2,5,17,0,6,3,7,0,13,5,Master Assente,0,64,36,33.44,0,0.27,73,27,azzurro,66,34,Summer,11,542.0,1,0,1,2,4,1,9,13
2021-07-22,711-083,464,132,710-131,455,33,1,51,8,48,PDM,592,0,4,5-98,5,4,1,1,0,10,2,1,2,0,2,2,20,3,0,30,3,22,0,14,3,2,0,459,10,Master Assente,265,284,47,16.738255033557046,0,0.07885906040268456,549,47,azzurro,546,50,Summer,16,387.5,1,0,1,2,4,1,9,13
2021-07-28,711-084,97,183,711-084,26,31,32,42,39,110,PDM,280,0,0,5-98,2,5,1,6,0,12,2,3,0,0,0,0,64,0,6,8,1,16,2,26,4,9,0,101,12,Master Assente,83,144,53,49.292857142857144,0,0.3678571428571429,177,103,azzurro,171,109,Summer,16,622.0,1,0,1,3,4,1,10,13
2021-07-29,711-084,57,322,710-132,29,129,25,102,3,91,PDM,373,1,5,5-98,2,2,1,6,1,8,1,1,1,1,3,1,110,3,0,12,4,2,0,30,4,1,0,156,29,Master Assente,15,204,160,44.38522427440633,0,0.38786279683377306,232,147,azzurro,225,154,Summer,10,365.8,1,0,1,3,4,1,10,13
2021-07-31,711-084,8,131,710-170,3,45,0,71,5,15,PDM,134,0,5,5-33,2,5,0,1,1,10,2,2,0,0,2,2,13,8,0,27,3,20,0,8,3,2,2,20,6,711-084,6,52,81,40.76258992805755,0,0.2302158273381295,107,32,azzurro,106,33,Summer,2,80.4,1,0,1,3,4,1,10,14
2021-08-01,711-084,37,88,711-084,10,25,3,23,24,40,PDM,124,0,1,5-98,0,2,0,2,0,10,0,0,0,0,0,1,5,4,5,2,3,12,0,22,0,17,0,35,5,Master Assente,17,68,40,23.928,0,0.232,96,29,azzurro,94,31,Summer,4,155.60000000000002,1,0,1,3,4,1,10,14
2021-08-02,711-083,59,39,710-135,2,19,38,4,19,16,PDM,95,2,1,5-5,0,2,0,0,0,5,1,0,0,2,0,1,2,2,0,3,0,5,4,31,0,18,0,15,7,Master Assente,26,62,10,6.285714285714286,0,0.3673469387755102,62,36,azzurro,62,36,Summer,15,530.4,1,0,1,3,4,1,10,14
2021-08-03,711-084,10,91,711-084,5,25,1,31,4,35,PDM,101,0,0,5-98,0,0,3,3,0,2,0,1,1,0,0,0,6,3,6,18,0,10,0,16,5,0,1,21,5,Master Assente,7,55,39,35.91089108910891,0,0.25742574257425743,75,26,azzurro,71,30,Summer,15,566.8000000000001,1,0,1,3,4,1,10,14
2021-08-04,711-084,12,56,710-170,5,5,2,38,5,13,PDM,66,2,0,5-98,0,2,2,3,0,0,0,0,0,2,0,0,3,0,0,0,1,1,0,11,13,5,0,18,7,Master Assente,6,38,24,45.75,0,0.2647058823529412,50,18,azzurro,47,21,Summer,14,526.4,1,0,1,3,4,1,10,14
2021-08-05,711-084,13,44,710-132,2,23,0,18,11,3,PDM,57,0,0,5-35,2,3,1,2,0,8,1,1,0,0,0,0,0,0,0,3,0,12,0,8,0,7,0,7,2,Master Assente,3,29,25,38.333333333333336,0,0.2807017543859649,41,16,azzurro,39,18,Summer,19,609.7,1,0,1,3,4,1,10,14
2021-08-06,711-084,12,77,710-170,0,13,3,37,9,27,PDM,88,0,1,5-98,3,2,2,3,0,12,1,3,2,0,0,1,0,6,3,10,0,11,0,4,0,7,0,12,7,Master Assente,1,54,34,28.202247191011235,0,0.16853932584269662,74,15,azzurro,69,20,Summer,15,546.4,1,0,1,3,4,1,10,14
2021-08-07,711-084,81,145,710-170,21,32,20,66,40,47,PDM,222,0,4,5-5,3,6,3,3,0,8,2,2,0,0,2,2,23,0,0,10,6,10,0,50,3,33,2,46,12,Master Assente,51,117,58,26.871681415929203,0,0.3938053097345133,137,89,azzurro,134,92,Summer,6,288.2,1,0,1,3,4,1,10,14
2021-08-08,711-084,26,55,710-170,7,12,2,33,17,10,PDM,80,0,1,5-98,1,4,0,0,0,2,0,0,0,0,1,0,14,0,2,0,0,10,0,9,5,12,0,18,3,Master Assente,16,35,30,35.49382716049383,0,0.345679012345679,53,28,azzurro,53,28,Summer,6,319.2,1,0,1,3,4,1,10,14
2021-08-09,711-084,24,91,711-084,7,34,3,21,14,36,PDM,110,1,4,5-98,0,2,0,0,0,3,1,1,0,1,1,3,10,4,0,20,0,13,0,14,7,9,0,22,4,Master Assente,19,55,41,22.434782608695652,0,0.24347826086956523,87,28,azzurro,87,28,Summer,8,396.3,1,0,1,3,4,1,10,14
2021-08-10,711-084,15,127,710-170,5,41,5,44,5,42,PDM,135,1,6,5-35,4,3,0,0,0,4,1,1,1,1,3,3,19,1,1,8,7,34,0,9,4,5,0,25,8,Master Assente,12,73,57,44.0,0,0.2605633802816901,105,37,azzurro,104,38,Summer,10,543.5,1,0,1,3,4,1,10,14
2021-08-11,711-084,44,98,711-084,10,36,14,26,20,36,PDM,140,0,2,5-98,0,2,2,1,0,6,2,1,1,0,1,1,30,0,3,10,0,0,0,17,0,29,0,32,4,Master Assente,22,84,36,32.690140845070424,0,0.38028169014084506,88,54,azzurro,86,56,Summer,6,298.1,1,0,1,3,4,1,10,14
2021-08-12,711-084,65,153,710-132,10,64,19,48,36,41,PDM,214,1,3,5-3,4,3,0,4,0,6,2,1,1,1,1,2,41,6,9,17,0,16,0,21,12,39,0,27,5,Master Assente,37,114,67,38.20183486238532,0,0.3302752293577982,146,72,azzurro,141,77,Summer,8,361.0,1,0,1,3,4,1,10,14
2021-08-13,711-084,1,24,710-132,0,12,0,7,1,5,PDM,25,0,0,5-35,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,12,0,0,0,1,3,2,2,Master Assente,0,19,6,8.44,0,0.0,25,0,azzurro,22,3,Summer,2,58.599999999999994,1,0,1,3,4,1,10,14
2021-08-14,711-084,36,85,710-132,5,33,7,22,24,30,PDM,118,0,3,5-98,2,2,0,6,0,6,0,1,0,0,2,1,21,0,0,4,1,16,0,5,2,23,0,24,5,Master Assente,16,72,33,32.900826446280995,0,0.256198347107438,90,31,azzurro,84,37,Summer,4,117.2,1,0,1,3,4,1,10,14
2021-08-17,711-084,51,164,710-170,19,45,16,67,16,52,PDM,211,1,3,5-98,5,3,1,3,0,4,2,3,0,1,2,1,41,1,0,10,0,11,0,18,12,0,0,76,21,Master Assente,28,112,75,68.05116279069767,0,0.3395348837209302,142,73,azzurro,139,76,Summer,17,567.7,1,0,1,3,4,1,10,14
2021-08-19,711-084,31,59,711-084,2,12,2,12,27,35,PDM,89,0,1,5-9,8,1,0,2,0,8,1,1,1,0,1,0,4,0,0,12,0,7,0,3,0,21,0,16,4,Master Assente,18,63,9,6.3,0,0.2,72,18,azzurro,69,21,Summer,2,95.7,1,0,1,3,4,1,10,14
2021-08-20,711-084,20,149,710-170,4,56,6,58,10,35,PDM,164,0,5,5-98,4,4,0,3,0,11,1,3,1,0,3,2,10,0,3,15,4,25,0,25,11,0,3,33,8,Master Assente,16,93,60,39.53846153846154,0,0.2781065088757396,122,47,azzurro,118,51,Summer,10,623.0,1,0,1,3,4,1,10,14
2021-08-21,711-084,22,127,711-084,13,40,3,33,6,54,PDM,147,0,2,5-98,1,6,5,7,0,11,2,4,1,0,1,1,14,4,0,16,0,10,3,10,6,6,0,26,15,711-084,1,63,85,40.09395973154363,0,0.28187919463087246,107,42,azzurro,99,50,Summer,8,480.6,1,0,1,3,4,1,10,14
2021-08-23,711-084,0,14,710-132,0,8,0,0,0,6,PDM,14,0,0,5-33,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,4,0,Master Assente,0,12,2,16.285714285714285,0,0.21428571428571427,11,3,azzurro,11,3,Summer,6,231.2,1,0,1,3,4,1,10,14
2021-08-24,711-084,39,106,711-084,12,44,8,16,19,46,PDM,142,0,3,5-98,3,17,0,2,0,6,2,1,0,0,1,2,12,3,2,7,0,14,8,12,1,24,0,24,4,Master Assente,11,82,52,33.91724137931035,0,0.32413793103448274,98,47,azzurro,96,49,Summer,10,623.0,1,0,1,3,4,1,10,14
2021-08-25,711-083,62,11,711-083,2,7,4,2,56,2,PDM,72,1,0,5-9,0,2,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,5,0,53,0,8,0,Master Assente,24,47,2,25.0,0,0.1095890410958904,65,8,azzurro,65,8,Summer,10,615.5,1,0,1,3,4,1,10,14
2021-08-26,711-084,46,60,710-132,16,37,12,6,18,17,PDM,106,0,0,5-98,2,6,0,0,0,0,0,0,0,0,0,0,29,4,0,0,0,4,0,15,0,7,0,38,1,Master Assente,35,53,18,47.990566037735846,0,0.49056603773584906,54,52,azzurro,54,52,Summer,6,298.1,1,0,1,3,4,1,10,14
2021-08-27,711-084,15,30,710-132,0,16,4,5,11,9,PDM,45,0,0,5-9,2,6,0,2,0,7,1,2,2,0,0,0,0,0,0,1,1,3,0,3,0,8,0,5,2,Master Assente,2,22,21,6.0,0,0.3111111111111111,31,14,azzurro,27,18,Summer,8,361.0,1,0,1,3,4,1,10,14
2021-08-28,711-084,49,128,711-084,6,32,7,42,36,54,PDM,177,0,0,5-9,1,40,1,2,0,7,3,1,0,0,0,0,2,5,0,11,4,8,6,8,0,42,0,35,1,Master Assente,13,147,17,12.711864406779661,0,0.3163841807909605,121,56,azzurro,119,58,Summer,5,205.1,1,0,1,3,4,1,10,14
2021-08-29,711-084,25,84,711-084,0,26,10,19,15,39,PDM,106,1,2,5-1,5,20,1,0,0,12,1,1,1,1,1,1,7,0,0,4,4,3,0,7,1,16,0,16,7,Master Assente,1,74,34,18.08256880733945,0,0.3853211009174312,67,42,azzurro,66,43,Summer,8,386.90000000000003,1,0,1,3,4,1,10,14
2021-08-30,711-084,96,97,711-083,18,38,23,10,55,49,PDM,192,0,1,5-98,2,11,0,2,0,8,0,0,0,0,1,0,31,0,0,5,3,3,0,12,0,41,0,59,15,Master Assente,55,120,18,46.93782383419689,0,0.29015544041450775,137,56,azzurro,135,58,Summer,14,562.8000000000001,1,0,1,3,4,1,10,14
2021-08-31,711-084,39,96,711-084,12,37,10,8,17,51,PDM,129,2,4,5-98,0,6,2,0,0,0,0,0,0,2,2,2,24,1,3,0,8,3,0,7,4,18,0,41,12,Master Assente,28,84,23,62.644444444444446,0,0.28888888888888886,96,39,azzurro,96,39,Summer,15,566.8000000000001,1,0,1,3,4,1,10,14
2021-09-01,711-084,22,77,710-132,5,44,8,6,9,27,PDM,97,1,1,5-98,3,8,1,5,0,6,1,0,1,1,1,0,10,0,0,7,0,1,0,10,0,11,0,22,11,Master Assente,16,56,27,40.717171717171716,0,0.3333333333333333,66,33,azzurro,60,39,Autumn,18,382.4,1,0,1,3,4,1,10,14
2021-09-02,711-084,32,94,711-084,7,25,6,13,19,56,PDM,125,1,0,5-98,4,12,3,3,0,8,3,3,0,1,0,0,0,0,0,4,0,16,0,18,0,14,0,27,10,Master Assente,18,75,33,21.238095238095237,0,0.3412698412698413,83,43,azzurro,80,46,Autumn,16,362.2,1,0,1,3,4,1,10,14
2021-09-03,711-084,7,78,711-084,0,13,4,16,3,49,PDM,85,0,0,5-1,3,16,0,3,0,11,6,2,0,0,0,0,2,0,3,8,3,5,0,4,1,6,0,6,6,Master Assente,2,45,38,25.611764705882354,0,0.38823529411764707,52,33,azzurro,49,36,Autumn,15,336.4,1,0,1,3,4,1,10,14
2021-09-05,711-084,7,90,710-132,2,37,1,17,4,36,PDM,93,2,2,5-33,4,11,2,4,0,9,1,3,2,2,2,0,6,8,3,12,0,5,0,2,1,4,0,9,7,Master Assente,3,72,22,9.515463917525773,0,0.29896907216494845,68,29,azzurro,62,35,Autumn,10,461.0,1,0,1,3,4,1,10,14
2021-09-07,711-084,15,460,711-084,3,213,4,14,8,233,PDM,473,1,1,5-98,3,16,0,0,0,5,1,0,5,1,0,1,4,4,0,14,4,8,3,192,0,9,0,194,11,Master Assente,3,436,36,53.61684210526316,0,0.45473684210526316,259,216,azzurro,254,221,Autumn,6,400.20000000000005,1,0,1,3,4,1,10,14
2021-09-08,711-084,32,103,710-132,0,47,9,11,23,45,PDM,131,1,3,5-9,2,13,0,8,0,10,1,4,0,1,1,2,18,0,1,11,0,6,0,12,0,23,0,18,4,Master Assente,3,102,30,6.955555555555556,0,0.37037037037037035,85,50,azzurro,77,58,Autumn,7,450.40000000000003,1,0,1,3,4,1,10,14
2021-09-09,711-084,74,86,711-083,8,53,8,5,58,28,PDM,159,0,1,5-9,5,5,1,7,0,5,1,0,0,0,1,0,18,4,0,0,0,7,0,8,0,51,0,37,10,Master Assente,36,77,47,20.475,0,0.2375,122,38,azzurro,115,45,Autumn,13,338.6,1,0,1,3,4,1,10,14
2021-09-10,711-083,21,11,711-083,1,1,8,4,12,6,PDM,32,0,0,5-9,0,6,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,14,0,1,1,Master Assente,3,22,7,15.90625,0,0.3125,22,10,azzurro,21,11,Autumn,2,69.4,1,0,1,3,4,1,10,14
2021-09-11,711-084,8,41,711-084,2,17,2,2,4,22,PDM,47,0,2,5-33,0,2,1,2,0,3,2,0,0,0,1,1,0,0,0,23,0,1,0,2,0,4,0,5,2,Master Assente,0,44,5,13.081632653061224,0,0.14285714285714285,42,7,azzurro,40,9,Autumn,8,327.6,1,0,1,3,4,1,10,14
2021-09-12,711-084,1,7,710-132,0,5,0,1,1,1,PDM,8,0,0,5-98,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,Master Assente,1,7,0,34.5,0,0.5,4,4,azzurro,4,4,Autumn,4,191.8,1,0,1,3,4,1,10,14
2021-09-13,711-084,51,77,711-083,3,24,5,17,43,36,PDM,125,0,3,5-9,3,17,0,1,0,21,2,1,3,0,2,1,5,5,0,5,0,8,0,7,0,30,0,17,0,Master Assente,10,93,25,21.4375,0,0.2734375,93,35,azzurro,89,39,Autumn,6,400.20000000000005,1,0,1,3,4,1,10,14
2021-09-14,711-084,22,133,710-132,5,88,7,22,10,23,PDM,155,0,0,5-98,3,17,2,3,0,10,3,2,0,0,0,0,9,3,1,4,0,26,0,19,0,15,0,29,9,711-084,9,72,74,24.406451612903226,0,0.3548387096774194,100,55,azzurro,97,58,Autumn,8,280.8,1,0,1,3,4,1,10,14
2021-09-15,711-084,74,105,710-132,20,48,11,17,43,40,PDM,176,0,3,5-9,6,15,0,6,0,10,1,2,0,0,2,1,10,0,4,7,3,6,4,17,0,42,0,40,3,Master Assente,27,115,37,21.1731843575419,0,0.2849162011173184,128,51,azzurro,122,57,Autumn,14,368.5,1,0,1,3,4,1,10,14
2021-09-21,711-084,47,55,711-083,4,28,14,9,29,18,PDM,101,1,0,5-9,0,6,0,5,0,1,0,1,0,1,0,0,6,0,1,2,0,4,0,17,0,34,0,18,6,Master Assente,15,55,32,17.245098039215687,0,0.29411764705882354,72,30,azzurro,67,35,Autumn,14,357.90000000000003,1,0,1,3,5,1,11,14
2021-09-22,711-084,69,110,711-084,12,49,12,10,45,51,PDM,178,0,1,5-9,7,14,1,5,0,24,2,6,0,0,1,0,8,1,0,2,5,8,3,20,0,38,0,31,3,Master Assente,14,119,46,21.435754189944134,0,0.3240223463687151,121,58,azzurro,116,63,Autumn,15,381.2,1,0,1,3,5,1,11,14
2021-09-23,711-084,60,81,710-132,28,46,15,13,17,22,PDM,141,0,0,5-98,3,13,2,0,0,7,1,1,0,0,0,0,11,3,0,9,0,15,0,25,0,11,0,37,3,Master Assente,27,98,16,30.01418439716312,0,0.3971631205673759,85,56,azzurro,85,56,Autumn,14,326.3,1,0,1,3,5,1,11,14
2021-09-24,711-084,12,95,711-084,4,27,0,14,8,54,PDM,105,1,1,5-1,2,19,0,3,0,12,3,4,2,1,0,1,9,0,5,1,0,5,0,5,1,10,0,17,7,Master Assente,1,63,43,18.588785046728972,0,0.3925233644859813,65,42,azzurro,60,47,Autumn,8,478.3,1,0,1,3,5,1,11,14
2021-09-26,711-084,9,23,711-084,0,7,6,4,3,12,PDM,30,0,2,5-35,2,4,0,0,0,1,0,1,0,0,1,1,2,0,0,2,0,5,3,3,0,3,0,4,0,711-084,1,12,19,19.875,0,0.375,20,12,azzurro,20,12,Autumn,2,69.4,1,0,1,3,5,1,11,14
2021-09-27,711-084,18,101,710-132,1,46,3,26,14,29,PDM,116,1,2,5-1,3,20,2,3,0,9,4,4,0,1,1,1,5,7,0,7,0,9,7,6,0,10,0,13,7,Master Assente,7,64,48,33.00840336134454,0,0.3697478991596639,75,44,azzurro,72,47,Autumn,11,542.0,1,0,1,3,5,1,11,14
2021-09-28,711-084,9,99,711-084,0,41,0,9,9,49,PDM,103,0,5,5-98,0,10,0,2,0,1,0,0,0,0,2,3,20,5,0,4,4,21,0,7,0,6,0,23,0,Master Assente,3,76,29,22.47222222222222,0,0.3425925925925926,71,37,azzurro,69,39,Autumn,9,269.0,1,0,1,3,5,1,11,14
2021-09-29,711-084,9,51,711-084,0,17,6,9,3,25,PDM,60,0,0,5-1,0,12,0,0,0,2,1,2,4,0,0,0,3,0,0,9,0,4,2,5,0,4,0,12,0,Master Assente,0,47,13,7.6,0,0.38333333333333336,37,23,azzurro,33,27,Autumn,1,72.2,1,0,1,3,5,1,11,14
2021-09-30,711-084,50,93,711-084,16,40,12,13,22,40,PDM,142,1,0,5-98,3,12,0,9,0,7,1,0,1,1,0,0,14,1,1,2,0,12,0,18,1,27,0,27,6,Master Assente,14,80,49,24.342657342657343,0,0.3356643356643357,95,48,azzurro,85,58,Autumn,14,357.90000000000003,1,0,1,3,5,1,11,14
2021-10-01,711-084,72,89,711-083,16,30,15,19,41,40,PDM,161,0,0,5-98,1,18,2,0,0,11,1,1,0,0,0,0,7,0,2,5,0,1,1,24,0,36,0,44,7,Master Assente,29,105,27,20.012422360248447,0,0.33540372670807456,107,54,azzurro,107,54,Autumn,15,381.2,1,0,1,3,5,1,11,14
2021-10-02,711-084,33,48,711-084,11,11,10,17,12,20,PDM,81,0,0,5-98,8,13,0,0,0,6,0,1,0,0,0,0,8,1,0,5,0,3,0,10,0,9,0,14,3,Master Assente,10,52,19,15.25925925925926,0,0.49382716049382713,41,40,azzurro,41,40,Autumn,16,549.8000000000001,1,0,1,3,5,1,11,14
2021-10-03,711-084,27,78,711-084,9,20,8,24,10,34,PDM,105,0,0,5-98,6,16,2,0,0,5,2,1,1,0,0,0,9,0,0,9,3,1,0,13,0,12,0,21,4,Master Assente,9,57,39,28.409523809523808,0,0.4666666666666667,56,49,azzurro,55,50,Autumn,14,572.5,1,0,1,3,5,1,11,14
2021-10-04,711-084,68,137,711-084,6,47,40,25,22,65,PDM,202,0,3,5-98,4,24,0,8,0,14,4,4,0,0,2,1,13,3,0,2,0,5,5,36,1,20,0,51,8,Master Assente,22,127,56,26.565853658536586,0,0.4146341463414634,120,85,azzurro,112,93,Autumn,14,562.8000000000001,1,0,1,3,5,1,11,14
2021-10-05,711-084,18,68,711-084,4,22,4,16,10,30,PDM,85,1,0,5-1,5,17,1,0,0,12,1,3,0,1,0,0,4,4,1,10,0,1,1,10,0,6,0,8,1,Master Assente,3,51,32,24.209302325581394,0,0.47674418604651164,45,41,azzurro,45,41,Autumn,15,566.8000000000001,1,0,1,3,5,1,11,14
2021-10-06,711-084,10,75,710-132,0,39,6,12,4,24,PDM,81,0,4,5-35,0,10,1,2,0,3,1,1,0,0,2,2,12,0,0,9,0,16,0,4,0,6,0,13,3,Master Assente,0,47,38,28.08235294117647,0,0.3411764705882353,56,29,azzurro,54,31,Autumn,16,389.8,1,0,1,3,5,1,11,14
2021-10-07,711-084,40,85,710-132,12,48,10,12,18,25,PDM,120,1,4,5-9,4,8,0,2,0,4,0,0,0,1,2,2,12,4,0,1,0,22,6,6,2,24,0,15,10,Master Assente,18,68,39,16.096,0,0.24,95,30,azzurro,93,32,Autumn,16,357.6,1,0,1,3,5,1,11,14
2021-10-08,711-084,29,56,710-132,10,37,7,4,12,15,PDM,85,0,0,5-9,4,7,0,3,0,2,2,2,1,0,0,0,0,6,0,2,4,1,1,14,2,15,0,11,8,Master Assente,10,57,18,16.11764705882353,0,0.3411764705882353,56,29,azzurro,52,33,Autumn,12,319.2,1,0,1,3,5,1,11,14
2021-10-11,711-084,46,53,711-084,18,22,13,4,15,27,PDM,99,0,0,5-98,0,4,1,0,0,0,0,0,1,0,0,0,28,2,1,0,0,3,0,6,0,6,0,37,10,Master Assente,8,85,6,5.242424242424242,0,0.3939393939393939,60,39,azzurro,59,40,Autumn,2,95.7,1,0,1,3,5,1,11,14
2021-10-12,711-084,57,148,710-132,9,72,9,15,39,61,PDM,202,0,3,5-98,2,19,0,8,0,14,3,4,0,0,1,2,16,0,0,13,0,22,0,19,0,29,0,45,8,Master Assente,25,144,36,16.5609756097561,0,0.3073170731707317,142,63,azzurro,134,71,Autumn,14,357.90000000000003,1,0,1,3,5,1,11,14
2021-10-13,711-084,76,106,711-084,9,38,14,11,53,57,PDM,181,0,1,5-9,2,15,0,5,0,6,2,1,0,0,0,1,10,0,5,14,8,5,0,15,1,46,0,36,10,Master Assente,21,113,48,21.46153846153846,0,0.24725274725274726,137,45,azzurro,132,50,Autumn,15,381.2,1,0,1,3,5,1,11,14
2021-10-14,711-084,12,48,710-132,0,23,3,6,9,19,PDM,60,0,0,5-33,4,5,0,1,0,3,0,0,0,0,0,0,8,0,0,14,1,0,4,3,1,8,0,8,0,Master Assente,9,37,14,21.383333333333333,0,0.3333333333333333,40,20,azzurro,39,21,Autumn,14,382.8,1,0,1,3,5,1,11,14
2021-10-15,711-083,34,14,711-083,2,1,0,7,32,6,PDM,48,0,0,5-9,0,5,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,29,0,7,0,Master Assente,8,29,11,10.875,0,0.16666666666666666,40,8,azzurro,40,8,Autumn,2,84.7,1,0,1,3,5,1,11,14
2021-11-19,711-084,26,207,710-170,7,33,10,102,9,72,PDM,231,0,2,5-98,4,5,1,5,0,5,2,2,1,0,2,0,30,5,0,18,0,26,4,25,23,4,0,66,5,Master Assente,19,132,82,43.081545064377686,0,0.296137339055794,164,69,azzurro,158,75,Autumn,16,623.0,1,1,1,4,5,1,13,15
2021-11-20,711-084,38,98,710-170,9,15,21,48,8,35,PDM,136,0,0,5-5,3,3,2,4,0,9,2,0,0,0,0,0,5,0,2,4,5,8,0,37,9,3,0,31,9,Master Assente,20,78,38,25.66176470588235,0,0.38235294117647056,84,52,azzurro,80,56,Autumn,15,545.8000000000001,1,1,1,4,5,1,13,15
2021-11-21,711-084,55,139,710-170,13,25,14,61,28,53,PDM,192,1,1,5-98,0,1,0,4,0,4,1,1,3,1,0,1,29,0,3,9,4,0,1,13,24,15,3,63,14,Master Assente,45,91,58,52.376288659793815,0,0.23195876288659795,149,45,azzurro,142,52,Autumn,15,603.0,1,1,1,4,5,1,13,15
2021-11-22,711-084,79,197,710-170,19,57,27,74,33,66,PDM,274,1,1,5-98,5,3,3,4,0,7,1,4,0,1,1,0,40,0,0,21,3,13,1,49,10,2,0,84,24,Master Assente,40,157,79,36.416666666666664,0,0.3804347826086957,171,105,azzurro,167,109,Autumn,14,562.8000000000001,1,1,1,4,5,1,13,15
2021-11-23,711-084,67,161,710-170,11,47,14,61,42,53,PDM,227,1,0,5-98,2,4,0,0,0,7,2,0,0,1,0,0,45,10,0,20,0,3,0,11,11,26,0,60,26,Master Assente,26,103,99,20.55701754385965,0,0.2807017543859649,164,64,azzurro,164,64,Autumn,11,442.20000000000005,1,1,1,4,5,1,13,15
2021-11-24,711-084,69,157,710-170,23,43,21,64,25,50,PDM,223,2,1,5-98,5,1,3,1,1,6,0,1,0,2,0,0,36,3,0,2,13,13,3,30,13,1,0,77,15,Master Assente,30,136,60,56.402654867256636,0,0.336283185840708,150,76,azzurro,149,77,Autumn,14,562.8000000000001,1,1,1,4,5,1,13,15
2021-11-25,711-084,29,166,710-170,3,66,1,74,25,26,PDM,189,0,6,5-98,1,5,2,2,0,8,2,3,0,0,4,2,18,11,0,26,1,27,0,21,11,22,0,28,1,Master Assente,4,121,70,33.728205128205126,0,0.26666666666666666,143,52,azzurro,141,54,Autumn,15,566.8000000000001,1,1,1,4,5,1,13,15
2021-11-26,711-084,17,100,711-084,1,39,7,16,9,45,PDM,112,1,4,5-35,3,3,0,7,0,7,3,1,3,1,2,2,12,9,4,12,0,14,1,6,0,10,0,12,5,Master Assente,10,61,46,20.700854700854702,0,0.23931623931623933,89,28,azzurro,79,38,Autumn,17,383.4,1,1,1,4,5,1,13,15
2021-11-27,711-084,33,36,710-131,23,15,1,11,9,10,PDM,68,0,1,5-98,0,2,0,0,0,2,0,1,0,0,1,0,7,1,0,14,0,2,0,14,0,1,0,22,2,711-083,33,23,13,41.84057971014493,0,0.34782608695652173,45,24,azzurro,45,24,Autumn,16,357.6,1,1,1,4,5,1,13,15
